유저명,티어,모드,승패,챔피언,포지션,Kill,Death,Assist,킬관여율,kda
솜 뭉,Unranked,일반,WIN,Kaisa,support,5 , 9 , 9,35,1.56
솜 뭉,Unranked,일반,WIN,Viktor,support,3 , 5 , 9,55,2.40
솜 뭉,Unranked,칼바람,LOSS,Karma,support,5 , 9 , 21,70,2.89
솜 뭉,Unranked,일반,WIN,Caitlyn,mid,7 , 4 , 4,23,2.75
솜 뭉,Unranked,일반,WIN,Viktor,jungle,8 , 9 , 21,57,3.22
솜 뭉,Unranked,일반,WIN,Teemo,top,9 , 8 , 9,47,2.25
솜 뭉,Unranked,칼바람,LOSS,Soraka,mid,1 , 5 , 17,58,3.60
솜 뭉,Unranked,칼바람,LOSS,Aphelios,top,2 , 9 , 8,50,1.11
솜 뭉,Unranked,일반,LOSS,Seraphine,support,8 , 9 , 10,51,2.00
솜 뭉,Unranked,일반,LOSS,Ahri,support,12 , 7 , 9,55,3.00
솜 뭉,Unranked,일반,WIN,LeeSin,support,3 , 7 , 10,38,1.86
솜 뭉,Unranked,일반,LOSS,Yuumi,support,2 , 7 , 3,33,0.71
솜 뭉,Unranked,일반,LOSS,Yuumi,support,2 , 3 , 7,75,3.00
솜 뭉,Unranked,일반,LOSS,Lux,support,4 , 11 , 14,64,1.64
솜 뭉,Unranked,일반,LOSS,Lux,support,5 , 15 , 7,50,0.80
솜 뭉,Unranked,일반,LOSS,Karma,support,5 , 8 , 14,44,2.38
솜 뭉,Unranked,일반,WIN,Lux,support,16 , 5 , 11,61,5.40
솜 뭉,Unranked,일반,RE,Jinx,adc,0 , 0 , 0,0%,0.00
솜 뭉,Unranked,일반,WIN,Sona,top,3 , 12 , 16,44,1.58
솜 뭉,Unranked,일반,WIN,Lux,support,2 , 11 , 6,27,0.73
솜 뭉,Unranked,일반,WIN,Lux,support,10 , 6 , 16,55,4.33
솜 뭉,Unranked,일반,LOSS,Kaisa,support,3 , 8 , 2,45,0.63
솜 뭉,Unranked,일반,LOSS,Karma,support,6 , 11 , 14,69,1.82
솜 뭉,Unranked,칼바람,WIN,Neeko,top,3 , 12 , 18,47,1.75
솜 뭉,Unranked,칼바람,LOSS,Lillia,jungle,5 , 11 , 19,56,2.18
솜 뭉,Unranked,칼바람,WIN,Morgana,top,11 , 8 , 32,70,5.38
솜 뭉,Unranked,칼바람,WIN,Jhin,top,8 , 3 , 21,66,9.67
솜 뭉,Unranked,칼바람,LOSS,Xayah,adc,17 , 10 , 17,68,3.40
바잉퍼,Platinum 3,솔로랭크,LOSS,Sion,top,2 , 11 , 5,25,0.64
바잉퍼,Platinum 3,솔로랭크,LOSS,Sion,top,3 , 14 , 1,29,0.29
바잉퍼,Platinum 3,솔로랭크,LOSS,Sion,top,5 , 17 , 3,33,0.47
바잉퍼,Platinum 3,솔로랭크,WIN,Sion,top,4 , 14 , 4,24,0.57
바잉퍼,Platinum 3,솔로랭크,WIN,Sion,top,2 , 12 , 3,21,0.42
바잉퍼,Platinum 3,칼바람,LOSS,Aphelios,mid,5 , 12 , 14,45,1.58
바잉퍼,Platinum 3,칼바람,LOSS,Yone,mid,1 , 10 , 9,53,1.00
바잉퍼,Platinum 3,칼바람,WIN,Lulu,adc,2 , 6 , 31,80,5.50
바잉퍼,Platinum 3,칼바람,LOSS,Riven,adc,12 , 11 , 17,48,2.64
바잉퍼,Platinum 3,칼바람,WIN,Vayne,adc,7 , 6 , 9,42,2.67
바잉퍼,Platinum 3,칼바람,LOSS,Corki,adc,2 , 4 , 9,73,2.75
바잉퍼,Platinum 3,솔로랭크,LOSS,Graves,jungle,11 , 12 , 3,58,1.17
바잉퍼,Platinum 3,솔로랭크,WIN,Viktor,top,7 , 11 , 12,40,1.73
바잉퍼,Platinum 3,솔로랭크,WIN,Rumble,jungle,21 , 6 , 13,67,5.67
바잉퍼,Platinum 3,솔로랭크,LOSS,Shaco,jungle,4 , 7 , 8,60,1.71
바잉퍼,Platinum 3,솔로랭크,WIN,Rengar,jungle,4 , 3 , 5,27,3.00
바잉퍼,Platinum 3,솔로랭크,WIN,Katarina,mid,18 , 7 , 4,55,3.14
바잉퍼,Platinum 3,솔로랭크,LOSS,Sylas,mid,4 , 14 , 5,35,0.64
바잉퍼,Platinum 3,솔로랭크,WIN,Jax,top,5 , 2 , 1,29,3.00
바잉퍼,Platinum 3,솔로랭크,WIN,Jinx,adc,12 , 6 , 10,49,3.67
바잉퍼,Platinum 3,솔로랭크,WIN,Aphelios,adc,12 , 7 , 10,39,3.14
바잉퍼,Platinum 3,솔로랭크,LOSS,Khazix,jungle,10 , 10 , 2,63,1.20
바잉퍼,Platinum 3,솔로랭크,LOSS,Khazix,jungle,5 , 11 , 11,52,1.45
바잉퍼,Platinum 3,솔로랭크,WIN,Viego,jungle,17 , 6 , 7,65,4.00
바잉퍼,Platinum 3,솔로랭크,LOSS,Sylas,mid,6 , 11 , 5,38,1.00
바잉퍼,Platinum 3,솔로랭크,LOSS,Zed,jungle,4 , 4 , 1,71,1.25
바잉퍼,Platinum 3,솔로랭크,LOSS,Zed,jungle,7 , 11 , 4,39,1.00
바잉퍼,Platinum 3,솔로랭크,LOSS,Graves,jungle,7 , 5 , 2,53,1.80
바잉퍼,Platinum 3,솔로랭크,WIN,LeeSin,jungle,7 , 3 , 6,39,4.33
바잉퍼,Platinum 3,솔로랭크,LOSS,Jinx,adc,5 , 9 , 13,45,2.00
주제를알아라숟갈,Gold 2,칼바람,LOSS,Renata,support,2 , 10 , 44,75,4.60
주제를알아라숟갈,Gold 2,칼바람,WIN,Karthus,top,10 , 15 , 34,79,2.93
주제를알아라숟갈,Gold 2,칼바람,LOSS,Teemo,mid,11 , 8 , 20,54,3.88
주제를알아라숟갈,Gold 2,솔로랭크,WIN,Lulu,support,0 , 5 , 13,43,2.60
주제를알아라숟갈,Gold 2,솔로랭크,WIN,Lulu,support,5 , 7 , 24,62,4.14
주제를알아라숟갈,Gold 2,칼바람,LOSS,Brand,jungle,5 , 15 , 15,48,1.33
주제를알아라숟갈,Gold 2,칼바람,WIN,Jinx,top,9 , 10 , 23,62,3.20
주제를알아라숟갈,Gold 2,칼바람,LOSS,Tristana,top,4 , 6 , 13,65,2.83
주제를알아라숟갈,Gold 2,칼바람,LOSS,Malzahar,top,4 , 7 , 28,73,4.57
주제를알아라숟갈,Gold 2,솔로랭크,LOSS,Soraka,support,0 , 7 , 12,60,1.71
주제를알아라숟갈,Gold 2,솔로랭크,LOSS,Caitlyn,adc,3 , 4 , 5,47,2.00
주제를알아라숟갈,Gold 2,솔로랭크,LOSS,Sona,support,0 , 5 , 0,0%,0.00
주제를알아라숟갈,Gold 2,솔로랭크,WIN,MissFortune,adc,6 , 6 , 14,43,3.33
주제를알아라숟갈,Gold 2,솔로랭크,WIN,Maokai,top,0 , 4 , 17,46,4.25
주제를알아라숟갈,Gold 2,솔로랭크,LOSS,Orianna,mid,0 , 11 , 13,39,1.18
주제를알아라숟갈,Gold 2,솔로랭크,LOSS,Varus,adc,4 , 6 , 9,50,2.17
주제를알아라숟갈,Gold 2,솔로랭크,LOSS,MissFortune,adc,4 , 10 , 3,50,0.70
주제를알아라숟갈,Gold 2,솔로랭크,LOSS,Lulu,support,0 , 5 , 5,63,1.00
주제를알아라숟갈,Gold 2,솔로랭크,LOSS,Nami,support,0 , 3 , 5,45,1.67
주제를알아라숟갈,Gold 2,솔로랭크,LOSS,Nami,support,0 , 7 , 10,59,1.43
주제를알아라숟갈,Gold 2,솔로랭크,LOSS,Sona,support,2 , 7 , 12,54,2.00
주제를알아라숟갈,Gold 2,칼바람,WIN,Varus,mid,11 , 4 , 18,71,7.25
주제를알아라숟갈,Gold 2,솔로랭크,LOSS,Lulu,support,3 , 10 , 15,47,1.80
주제를알아라숟갈,Gold 2,솔로랭크,WIN,Sona,support,1 , 1 , 5,43,6.00
주제를알아라숟갈,Gold 2,솔로랭크,LOSS,Brand,mid,4 , 11 , 11,37,1.36
주제를알아라숟갈,Gold 2,솔로랭크,LOSS,Senna,support,0 , 5 , 5,36,1.00
주제를알아라숟갈,Gold 2,솔로랭크,LOSS,Lulu,top,3 , 9 , 14,45,1.89
주제를알아라숟갈,Gold 2,솔로랭크,LOSS,Nami,support,1 , 5 , 10,61,2.20
주제를알아라숟갈,Gold 2,솔로랭크,LOSS,Renata,support,4 , 10 , 27,70,3.10
주제를알아라숟갈,Gold 2,솔로랭크,WIN,Nami,support,3 , 5 , 28,57,6.20
후카보시,Silver 2,솔로랭크,LOSS,Senna,support,0 , 7 , 11,52,1.57
후카보시,Silver 2,솔로랭크,WIN,Senna,support,0 , 8 , 6,22,0.75
후카보시,Silver 2,솔로랭크,WIN,Senna,support,3 , 10 , 10,30,1.30
후카보시,Silver 2,솔로랭크,WIN,Morgana,support,4 , 6 , 17,57,3.50
후카보시,Silver 2,솔로랭크,WIN,Senna,support,5 , 6 , 23,67,4.67
후카보시,Silver 2,솔로랭크,LOSS,Senna,support,3 , 9 , 7,67,1.11
후카보시,Silver 2,솔로랭크,WIN,Senna,support,3 , 11 , 20,68,2.09
후카보시,Silver 2,솔로랭크,WIN,Senna,support,5 , 5 , 14,58,3.80
후카보시,Silver 2,솔로랭크,LOSS,Pantheon,support,5 , 8 , 7,60,1.50
후카보시,Silver 2,솔로랭크,WIN,Senna,support,5 , 7 , 24,74,4.14
후카보시,Silver 2,솔로랭크,LOSS,Senna,support,2 , 8 , 9,55,1.38
후카보시,Silver 2,솔로랭크,WIN,Senna,support,0 , 6 , 13,46,2.17
후카보시,Silver 2,솔로랭크,LOSS,Kaisa,adc,15 , 9 , 11,63,2.89
후카보시,Silver 2,솔로랭크,WIN,Kaisa,adc,11 , 4 , 13,52,6.00
후카보시,Silver 2,칼바람,WIN,Xayah,adc,12 , 6 , 19,70,5.17
후카보시,Silver 2,URF,WIN,Vayne,mid,14 , 11 , 5,66,1.73
후카보시,Silver 2,URF,WIN,Trundle,support,18 , 9 , 6,53,2.67
후카보시,Silver 2,URF,LOSS,Kaisa,mid,2 , 7 , 2,36,0.57
후카보시,Silver 2,솔로랭크,WIN,Alistar,support,0 , 13 , 33,67,2.54
후카보시,Silver 2,솔로랭크,LOSS,Ahri,mid,2 , 8 , 5,54,0.88
후카보시,Silver 2,솔로랭크,LOSS,Karma,support,2 , 6 , 13,56,2.50
후카보시,Silver 2,일반,WIN,Renata,support,1 , 4 , 21,58,5.50
후카보시,Silver 2,솔로랭크,LOSS,Kaisa,mid,12 , 7 , 7,54,2.71
후카보시,Silver 2,솔로랭크,WIN,Ahri,mid,8 , 2 , 9,47,8.50
후카보시,Silver 2,솔로랭크,LOSS,Shen,mid,4 , 5 , 4,57,1.60
후카보시,Silver 2,솔로랭크,WIN,Xerath,mid,8 , 4 , 10,46,4.50
후카보시,Silver 2,일반,WIN,Karma,support,8 , 9 , 26,72,3.78
후카보시,Silver 2,일반,LOSS,Shen,top,3 , 7 , 6,41,1.29
후카보시,Silver 2,URF,LOSS,Graves,top,7 , 10 , 2,26,0.90
후카보시,Silver 2,솔로랭크,WIN,Ahri,mid,9 , 3 , 11,56,6.67
징키스카,Unranked,칼바람,WIN,Twitch,adc,28 , 8 , 21,86,6.13
징키스카,Unranked,칼바람,WIN,Senna,adc,12 , 7 , 28,87,5.71
징키스카,Unranked,자유랭크,LOSS,Lulu,support,2 , 1 , 3,45,5.00
징키스카,Unranked,자유랭크,LOSS,Lulu,support,3 , 3 , 7,63,3.33
징키스카,Unranked,자유랭크,LOSS,Morgana,support,0 , 6 , 4,40,0.67
징키스카,Unranked,자유랭크,WIN,Lulu,support,0 , 2 , 6,35,3.00
징키스카,Unranked,칼바람,WIN,Ashe,jungle,0 , 4 , 36,84,9.00
징키스카,Unranked,칼바람,LOSS,Graves,jungle,17 , 8 , 16,77,4.13
징키스카,Unranked,칼바람,WIN,Nautilus,mid,2 , 8 , 27,69,3.63
징키스카,Unranked,칼바람,WIN,Sivir,mid,8 , 5 , 22,83,6.00
징키스카,Unranked,칼바람,LOSS,Kindred,jungle,9 , 14 , 16,68,1.79
징키스카,Unranked,칼바람,WIN,Ornn,adc,8 , 11 , 31,58,3.55
징키스카,Unranked,칼바람,LOSS,Lucian,support,9 , 11 , 26,70,3.18
징키스카,Unranked,칼바람,LOSS,Cassiopeia,adc,4 , 5 , 8,52,2.40
징키스카,Unranked,칼바람,WIN,Xerath,adc,12 , 6 , 22,77,5.67
주연히,Platinum 4,솔로랭크,LOSS,Zac,jungle,4 , 8 , 9,45,1.63
주연히,Platinum 4,솔로랭크,LOSS,Zac,jungle,7 , 7 , 15,69,3.14
주연히,Platinum 4,솔로랭크,LOSS,MonkeyKing,jungle,5 , 7 , 3,73,1.14
주연히,Platinum 4,솔로랭크,WIN,Zac,jungle,2 , 10 , 17,59,1.90
주연히,Platinum 4,자유랭크,LOSS,Ahri,mid,5 , 6 , 7,57,2.00
주연히,Platinum 4,자유랭크,WIN,Corki,mid,12 , 9 , 19,60,3.44
주연히,Platinum 4,자유랭크,LOSS,Anivia,adc,2 , 12 , 11,27,1.08
주연히,Platinum 4,자유랭크,LOSS,MonkeyKing,support,1 , 8 , 4,36,0.63
주연히,Platinum 4,자유랭크,LOSS,Nocturne,jungle,6 , 10 , 8,54,1.40
주연히,Platinum 4,자유랭크,LOSS,Ashe,adc,3 , 11 , 9,52,1.09
주연히,Platinum 4,자유랭크,LOSS,Lucian,adc,2 , 7 , 2,50,0.57
주연히,Platinum 4,자유랭크,LOSS,Caitlyn,adc,5 , 8 , 9,42,1.75
주연히,Platinum 4,자유랭크,LOSS,Yasuo,mid,1 , 8 , 2,38,0.38
주연히,Platinum 4,솔로랭크,LOSS,Malphite,top,3 , 9 , 10,45,1.44
주연히,Platinum 4,솔로랭크,LOSS,Zac,support,2 , 7 , 9,50,1.57
주연히,Platinum 4,솔로랭크,LOSS,Vi,jungle,4 , 3 , 3,70,2.33
주연히,Platinum 4,솔로랭크,LOSS,Zac,jungle,1 , 9 , 4,42,0.56
주연히,Platinum 4,솔로랭크,LOSS,Zac,jungle,2 , 7 , 8,71,1.43
주연히,Platinum 4,솔로랭크,LOSS,Zac,jungle,3 , 8 , 5,62,1.00
주연히,Platinum 4,솔로랭크,WIN,Zac,jungle,4 , 6 , 16,44,3.33
주연히,Platinum 4,솔로랭크,LOSS,Zac,jungle,6 , 5 , 17,52,4.60
주연히,Platinum 4,솔로랭크,WIN,Zac,jungle,5 , 5 , 14,58,3.80
주연히,Platinum 4,솔로랭크,LOSS,Zac,support,3 , 12 , 13,57,1.33
주연히,Platinum 4,솔로랭크,WIN,Zac,support,1 , 5 , 11,35,2.40
주연히,Platinum 4,솔로랭크,LOSS,Zac,support,1 , 6 , 3,40,0.67
주연히,Platinum 4,솔로랭크,WIN,Zac,support,1 , 2 , 7,33,4.00
주연히,Platinum 4,솔로랭크,LOSS,Zac,support,0 , 13 , 10,30,0.77
주연히,Platinum 4,솔로랭크,WIN,Zac,support,3 , 4 , 13,42,4.00
주연히,Platinum 4,솔로랭크,WIN,Zac,support,5 , 4 , 24,53,7.25
주연히,Platinum 4,솔로랭크,LOSS,Lucian,mid,2 , 10 , 1,20,0.30
Cribo Snake,Platinum 2,솔로랭크,LOSS,Akshan,top,7 , 10 , 8,45,1.50
Cribo Snake,Platinum 2,솔로랭크,WIN,Akshan,top,6 , 6 , 8,35,2.33
Cribo Snake,Platinum 2,솔로랭크,WIN,Akshan,top,3 , 2 , 1,21,2.00
Cribo Snake,Platinum 2,솔로랭크,WIN,Akshan,top,6 , 6 , 9,36,2.50
Cribo Snake,Platinum 2,솔로랭크,WIN,Akshan,mid,4 , 2 , 15,61,9.50
Cribo Snake,Platinum 2,솔로랭크,WIN,Akshan,top,6 , 7 , 4,23,1.43
Cribo Snake,Platinum 2,솔로랭크,WIN,Akshan,mid,9 , 3 , 14,64,7.67
Cribo Snake,Platinum 2,솔로랭크,WIN,Akshan,mid,11 , 3 , 15,70,8.67
Cribo Snake,Platinum 2,솔로랭크,WIN,Akshan,top,8 , 5 , 12,39,4.00
Cribo Snake,Platinum 2,솔로랭크,WIN,Akshan,top,11 , 2 , 1,40,6.00
Cribo Snake,Platinum 2,솔로랭크,WIN,Neeko,top,7 , 5 , 8,43,3.00
Cribo Snake,Platinum 2,솔로랭크,WIN,Quinn,top,1 , 5 , 3,13,0.80
Cribo Snake,Platinum 2,솔로랭크,LOSS,Teemo,top,4 , 8 , 6,63,1.25
Cribo Snake,Platinum 2,솔로랭크,LOSS,Akshan,top,6 , 5 , 5,42,2.20
Cribo Snake,Platinum 2,솔로랭크,WIN,Akshan,top,12 , 3 , 12,53,8.00
Cribo Snake,Platinum 2,솔로랭크,LOSS,Neeko,top,3 , 5 , 6,45,1.80
Cribo Snake,Platinum 2,솔로랭크,WIN,Akshan,top,13 , 7 , 16,51,4.14
Cribo Snake,Platinum 2,솔로랭크,WIN,Akshan,top,12 , 4 , 7,53,4.75
Cribo Snake,Platinum 2,솔로랭크,LOSS,Teemo,top,4 , 5 , 4,26,1.60
Cribo Snake,Platinum 2,솔로랭크,WIN,Akshan,top,10 , 10 , 2,24,1.20
Cribo Snake,Platinum 2,솔로랭크,LOSS,Teemo,top,4 , 3 , 2,30,2.00
Cribo Snake,Platinum 2,솔로랭크,WIN,Jax,top,8 , 1 , 3 ,31,1.00
Cribo Snake,Platinum 2,솔로랭크,WIN,Akshan,top,7 , 4 , 4,29,2.75
Cribo Snake,Platinum 2,솔로랭크,LOSS,Akshan,top,3 , 4 , 4,47,1.75
Cribo Snake,Platinum 2,솔로랭크,WIN,Akshan,top,14 , 0 , 5 ,50,9.00
Aycaps,Unranked,일반,WIN,Poppy,jungle,7 , 5 , 16,61,4.60
Aycaps,Unranked,일반,LOSS,Quinn,top,3 , 8 , 3,32,0.75
Aycaps,Unranked,일반,LOSS,Jhin,adc,8 , 11 , 17,48,2.27
Aycaps,Unranked,일반,LOSS,Lucian,top,7 , 8 , 4,33,1.38
Aycaps,Unranked,일반,WIN,Poppy,jungle,9 , 2 , 8,35,8.50
Aycaps,Unranked,일반,LOSS,Akshan,mid,10 , 7 , 12,50,3.14
Aycaps,Unranked,일반,WIN,Brand,support,6 , 7 , 9,38,2.14
Aycaps,Unranked,일반,WIN,Poppy,jungle,6 , 4 , 15,53,5.25
Aycaps,Unranked,일반,LOSS,Vex,mid,6 , 10 , 17,49,2.30
Aycaps,Unranked,일반,WIN,Jhin,adc,8 , 7 , 13,40,3.00
Aycaps,Unranked,일반,WIN,Brand,mid,14 , 5 , 11,69,5.00
Aycaps,Unranked,일반,LOSS,Poppy,jungle,4 , 6 , 4,47,1.33
Aycaps,Unranked,일반,WIN,Lucian,top,5 , 5 , 1,16,1.20
Aycaps,Unranked,URF,LOSS,Shen,top,3 , 9 , 10,42,1.44
Aycaps,Unranked,일반,WIN,Talon,mid,2 , 3 , 2,15,1.33
Aycaps,Unranked,일반,WIN,Thresh,support,0 , 3 , 13,57,4.33
Aycaps,Unranked,일반,LOSS,Poppy,jungle,7 , 10 , 6,37,1.30
Aycaps,Unranked,일반,WIN,Jayce,top,12 , 5 , 14,55,5.20
Aycaps,Unranked,일반,LOSS,Jinx,adc,1 , 6 , 2,16,0.50
Aycaps,Unranked,일반,LOSS,Jhin,adc,4 , 5 , 9,46,2.60
Aycaps,Unranked,일반,LOSS,Tryndamere,top,5 , 5 , 5,29,2.00
Aycaps,Unranked,일반,LOSS,Lucian,adc,9 , 11 , 7,43,1.45
Aycaps,Unranked,일반,WIN,Akshan,mid,7 , 8 , 9,43,2.00
Aycaps,Unranked,솔로랭크,WIN,Jayce,top,4 , 4 , 4,30,2.00
Aycaps,Unranked,솔로랭크,WIN,Tryndamere,top,5 , 5 , 4,23,1.80
Aycaps,Unranked,솔로랭크,LOSS,Jayce,top,9 , 4 , 7,41,4.00
Aycaps,Unranked,솔로랭크,WIN,Yone,top,8 , 3 , 2,31,3.33
Aycaps,Unranked,솔로랭크,WIN,Lucian,top,6 , 2 , 0,25,3.00
Aycaps,Unranked,솔로랭크,WIN,Quinn,top,4 , 6 , 5,23,1.50
Aycaps,Unranked,솔로랭크,LOSS,MonkeyKing,top,2 , 6 , 5,23,1.17
자신있게들어가,Gold 3,솔로랭크,WIN,Ahri,mid,10 , 5 , 10,63,4.00
자신있게들어가,Gold 3,솔로랭크,WIN,Veigar,mid,8 , 7 , 12,59,2.86
자신있게들어가,Gold 3,솔로랭크,LOSS,TwistedFate,mid,4 , 8 , 17,66,2.63
자신있게들어가,Gold 3,솔로랭크,WIN,Viktor,mid,6 , 7 , 8,38,2.00
자신있게들어가,Gold 3,솔로랭크,WIN,Akali,mid,7 , 7 , 13,43,2.86
자신있게들어가,Gold 3,솔로랭크,WIN,Vex,mid,6 , 0 , 2,57,8.00
자신있게들어가,Gold 3,솔로랭크,LOSS,Yone,top,1 , 12 , 6,19,0.58
자신있게들어가,Gold 3,솔로랭크,WIN,Viktor,mid,11 , 7 , 10,37,3.00
자신있게들어가,Gold 3,솔로랭크,LOSS,Yone,mid,9 , 7 , 9,49,2.57
자신있게들어가,Gold 3,솔로랭크,LOSS,Yone,mid,0 , 9 , 1,6%,0.11
자신있게들어가,Gold 3,솔로랭크,LOSS,TwistedFate,mid,0 , 8 , 1,8%,0.13
자신있게들어가,Gold 3,솔로랭크,WIN,Ryze,mid,6 , 3 , 12,56,6.00
자신있게들어가,Gold 3,솔로랭크,WIN,Syndra,mid,10 , 3 , 6,50,5.33
자신있게들어가,Gold 3,솔로랭크,LOSS,Xerath,support,2 , 10 , 3,22,0.50
자신있게들어가,Gold 3,솔로랭크,LOSS,Yone,top,1 , 5 , 0,9%,0.20
자신있게들어가,Gold 3,솔로랭크,WIN,Yone,top,8 , 6 , 5,36,2.17
자신있게들어가,Gold 3,솔로랭크,LOSS,Yone,top,5 , 7 , 4,33,1.29
자신있게들어가,Gold 3,솔로랭크,LOSS,Syndra,mid,0 , 4 , 1,14,0.25
자신있게들어가,Gold 3,솔로랭크,WIN,Vex,mid,5 , 1 , 3,30,8.00
자신있게들어가,Gold 3,솔로랭크,LOSS,Vayne,top,18 , 13 , 7,46,1.92
자신있게들어가,Gold 3,솔로랭크,LOSS,TwistedFate,mid,1 , 6 , 7,40,1.33
자신있게들어가,Gold 3,솔로랭크,WIN,Yone,mid,8 , 7 , 8,39,2.29
자신있게들어가,Gold 3,솔로랭크,WIN,Vex,support,4 , 6 , 10,61,2.33
자신있게들어가,Gold 3,솔로랭크,LOSS,Yone,mid,1 , 6 , 2,75,0.50
자신있게들어가,Gold 3,솔로랭크,LOSS,Yone,top,2 , 8 , 2,50,0.50
자신있게들어가,Gold 3,솔로랭크,LOSS,Ezreal,adc,7 , 6 , 6,46,2.17
자신있게들어가,Gold 3,솔로랭크,WIN,Ezreal,top,2 , 3 , 3,14,1.67
자신있게들어가,Gold 3,솔로랭크,WIN,Yone,mid,8 , 10 , 8,25,1.60
자신있게들어가,Gold 3,솔로랭크,LOSS,Yone,mid,0 , 7 , 4,50,0.57
mxnxmxnxmxnx,Silver 4,솔로랭크,LOSS,Fiora,top,2 , 7 , 1,25,0.43
mxnxmxnxmxnx,Silver 4,솔로랭크,LOSS,Fiora,top,3 , 2 , 2,56,2.50
mxnxmxnxmxnx,Silver 4,솔로랭크,WIN,Jax,top,19 , 3 , 2,47,7.00
mxnxmxnxmxnx,Silver 4,솔로랭크,LOSS,Irelia,top,1 , 17 , 4,12,0.29
mxnxmxnxmxnx,Silver 4,기타,LOSS,Irelia,top,9 , 9 , 3,41,1.33
mxnxmxnxmxnx,Silver 4,기타,LOSS,Irelia,top,17 , 6 , 1,72,3.00
mxnxmxnxmxnx,Silver 4,솔로랭크,WIN,MonkeyKing,top,20 , 4 , 7,66,6.75
mxnxmxnxmxnx,Silver 4,솔로랭크,LOSS,Yasuo,mid,7 , 5 , 1,53,1.60
mxnxmxnxmxnx,Silver 4,솔로랭크,WIN,Sylas,top,4 , 7 , 6,29,1.43
mxnxmxnxmxnx,Silver 4,솔로랭크,LOSS,Sylas,mid,1 , 7 , 1,25,0.29
mxnxmxnxmxnx,Silver 4,솔로랭크,WIN,Irelia,top,8 , 5 , 3,44,2.20
mxnxmxnxmxnx,Silver 4,솔로랭크,LOSS,Amumu,jungle,6 , 8 , 7,68,1.63
mxnxmxnxmxnx,Silver 4,자유랭크,WIN,Pantheon,support,11 , 5 , 13,63,4.80
mxnxmxnxmxnx,Silver 4,솔로랭크,WIN,Yasuo,mid,5 , 7 , 4,29,1.29
mxnxmxnxmxnx,Silver 4,솔로랭크,WIN,Yasuo,mid,15 , 3 , 2,40,5.67
mxnxmxnxmxnx,Silver 4,솔로랭크,LOSS,Pantheon,mid,17 , 9 , 6,51,2.56
mxnxmxnxmxnx,Silver 4,솔로랭크,WIN,Nunu,jungle,6 , 3 , 6,67,4.00
mxnxmxnxmxnx,Silver 4,솔로랭크,LOSS,Nunu,jungle,4 , 9 , 3,54,0.78
mxnxmxnxmxnx,Silver 4,솔로랭크,LOSS,Akali,top,15 , 7 , 1,41,2.29
mxnxmxnxmxnx,Silver 4,솔로랭크,LOSS,Irelia,top,2 , 8 , 1,14,0.38
mxnxmxnxmxnx,Silver 4,솔로랭크,LOSS,Udyr,jungle,6 , 6 , 12,62,3.00
mxnxmxnxmxnx,Silver 4,솔로랭크,WIN,Aatrox,top,8 , 5 , 18,79,5.20
mxnxmxnxmxnx,Silver 4,솔로랭크,LOSS,Yasuo,top,0 , 9 , 1,20,0.11
mxnxmxnxmxnx,Silver 4,솔로랭크,WIN,Irelia,top,17 , 2 , 6 ,68,1.50
mxnxmxnxmxnx,Silver 4,솔로랭크,LOSS,LeeSin,top,5 , 8 , 7,36,1.50
mxnxmxnxmxnx,Silver 4,솔로랭크,WIN,Sylas,top,7 , 2 , 5,52,6.00
mxnxmxnxmxnx,Silver 4,솔로랭크,WIN,Jax,top,20 , 14 , 11,55,2.21
mxnxmxnxmxnx,Silver 4,솔로랭크,WIN,Sylas,top,3 , 5 , 1,16,0.80
mxnxmxnxmxnx,Silver 4,솔로랭크,WIN,Irelia,top,11 , 8 , 10,48,2.63
mxnxmxnxmxnx,Silver 4,솔로랭크,LOSS,Irelia,top,1 , 5 , 0,11,0.20
빽찌오빠,Silver 3,칼바람,LOSS,Yuumi,adc,2 , 3 , 30 ,82,0.67
빽찌오빠,Silver 3,칼바람,WIN,Morgana,mid,2 , 4 , 22,69,6.00
빽찌오빠,Silver 3,칼바람,WIN,Sona,support,1 , 7 , 19,80,2.86
빽찌오빠,Silver 3,칼바람,LOSS,Lux,adc,2 , 9 , 25,69,3.00
빽찌오빠,Silver 3,칼바람,WIN,Amumu,jungle,5 , 6 , 25,61,5.00
빽찌오빠,Silver 3,칼바람,WIN,Morgana,jungle,8 , 3 , 19,90,9.00
빽찌오빠,Silver 3,칼바람,WIN,Jhin,jungle,12 , 7 , 29,77,5.86
빽찌오빠,Silver 3,칼바람,WIN,Yuumi,jungle,3 , 3 , 21,80,8.00
빽찌오빠,Silver 3,칼바람,WIN,Lux,support,8 , 5 , 25,59,6.60
빽찌오빠,Silver 3,칼바람,WIN,Soraka,support,1 , 4 , 23,65,6.00
빽찌오빠,Silver 3,칼바람,LOSS,Lulu,jungle,2 , 11 , 22,57,2.18
빽찌오빠,Silver 3,칼바람,LOSS,Ashe,jungle,3 , 6 , 12,60,2.50
빽찌오빠,Silver 3,칼바람,WIN,Nautilus,jungle,7 , 9 , 19,53,2.89
빽찌오빠,Silver 3,칼바람,LOSS,Lillia,jungle,4 , 13 , 18,43,1.69
빽찌오빠,Silver 3,칼바람,LOSS,Amumu,mid,0 , 2 , 1,4%,0.50
빽찌오빠,Silver 3,일반,LOSS,Yuumi,jungle,1 , 1 , 3,44,4.00
