name,tier,mode,W/L,Champion,Position,Kill,Death,Assist,kill participant,kda,kill participance
아임뚜렛부캐,Unranked,솔로랭크,WIN,Sett,top,4,0,6,43,0.0,43
아임뚜렛부캐,Unranked,솔로랭크,WIN,Darius,top,7,3,0,16,2.33,16
아임뚜렛부캐,Unranked,솔로랭크,WIN,Darius,top,27,2,6,66,6.5,66
아임뚜렛부캐,Unranked,솔로랭크,WIN,Sett,top,2,0,0,29,2.0,29
아임뚜렛부캐,Unranked,솔로랭크,LOSS,Sett,support,8,6,5,46,2.17,46
아임뚜렛부캐,Unranked,솔로랭크,WIN,Darius,top,10,2,3,32,6.5,32
아임뚜렛부캐,Unranked,솔로랭크,WIN,Nasus,top,5,5,4,33,1.8,33
아임뚜렛부캐,Unranked,솔로랭크,WIN,Sett,top,3,1,7,53,0.0,53
아임뚜렛부캐,Unranked,솔로랭크,WIN,Darius,top,5,6,8,35,2.17,35
아임뚜렛부캐,Unranked,솔로랭크,WIN,Sett,top,15,1,6,72,1.0,72
아임뚜렛부캐,Unranked,솔로랭크,LOSS,Darius,top,3,5,2,36,1.0,36
아임뚜렛부캐,Unranked,솔로랭크,WIN,Darius,top,1,0,0,25,1.0,25
아임뚜렛부캐,Unranked,URF,WIN,Rammus,mid,8,16,13,37,1.31,37
아임뚜렛부캐,Unranked,URF,LOSS,Tryndamere,mid,3,12,3,14,0.5,14
아임뚜렛부캐,Unranked,URF,LOSS,Garen,mid,3,9,0,19,0.33,19
아임뚜렛부캐,Unranked,URF,WIN,Nasus,mid,2,3,7,31,3.0,31
아임뚜렛부캐,Unranked,URF,WIN,Nasus,jungle,11,5,11,49,4.4,49
아임뚜렛부캐,Unranked,솔로랭크,LOSS,Darius,top,8,12,1,53,0.75,53
아임뚜렛부캐,Unranked,솔로랭크,WIN,Darius,top,15,4,1,59,4.0,59
아임뚜렛부캐,Unranked,솔로랭크,WIN,Sett,top,8,2,8,39,8.0,39
아임뚜렛부캐,Unranked,칼바람,LOSS,Malphite,support,6,8,11,40,2.13,40
아임뚜렛부캐,Unranked,일반,WIN,Irelia,top,6,3,0,16,2.0,16
아임뚜렛부캐,Unranked,일반,LOSS,Ziggs,adc,13,9,17,65,3.33,65
gannase77i,Silver 4,솔로랭크,LOSS,Sylas,top,2,13,8,40,0.77,40
gannase77i,Silver 4,솔로랭크,LOSS,Camille,top,6,7,0,25,0.86,25
gannase77i,Silver 4,솔로랭크,LOSS,Gwen,top,0,4,0,0,0.0,0
gannase77i,Silver 4,솔로랭크,LOSS,Ezreal,adc,5,10,8,43,1.3,43
gannase77i,Silver 4,칼바람,LOSS,Zeri,support,20,14,24,68,3.14,68
gannase77i,Silver 4,칼바람,LOSS,Ryze,jungle,9,13,24,50,2.54,50
gannase77i,Silver 4,솔로랭크,WIN,Jinx,adc,7,4,5,50,3.0,50
gannase77i,Silver 4,솔로랭크,LOSS,Ahri,mid,5,11,8,54,1.18,54
gannase77i,Silver 4,솔로랭크,LOSS,Kayn,jungle,6,10,2,53,0.8,53
gannase77i,Silver 4,솔로랭크,WIN,Viego,jungle,5,4,6,41,2.75,41
gannase77i,Silver 4,솔로랭크,LOSS,Graves,jungle,6,5,3,56,1.8,56
gannase77i,Silver 4,솔로랭크,LOSS,Ekko,jungle,10,11,11,45,1.91,45
gannase77i,Silver 4,솔로랭크,LOSS,Lulu,support,4,11,12,62,1.45,62
gannase77i,Silver 4,솔로랭크,LOSS,Thresh,support,2,7,1,75,0.43,75
gannase77i,Silver 4,솔로랭크,WIN,MissFortune,adc,14,10,9,46,2.3,46
gannase77i,Silver 4,솔로랭크,LOSS,Nidalee,jungle,7,8,9,48,2.0,48
gannase77i,Silver 4,솔로랭크,LOSS,Renekton,top,0,5,3,21,0.6,21
gannase77i,Silver 4,솔로랭크,WIN,Samira,adc,13,3,2,71,5.0,71
gannase77i,Silver 4,솔로랭크,WIN,Ryze,adc,3,10,12,34,1.5,34
gannase77i,Silver 4,솔로랭크,WIN,MissFortune,adc,12,8,12,53,3.0,53
gannase77i,Silver 4,솔로랭크,LOSS,Leona,support,2,11,6,62,0.73,62
gannase77i,Silver 4,칼바람,WIN,Ashe,top,10,4,21,72,7.75,72
gannase77i,Silver 4,칼바람,LOSS,Gangplank,support,34,13,12,62,3.54,62
gannase77i,Silver 4,칼바람,WIN,Xayah,adc,11,4,23,77,8.5,77
gannase77i,Silver 4,칼바람,WIN,Vayne,top,8,10,11,48,1.9,48
gannase77i,Silver 4,칼바람,LOSS,Samira,mid,19,10,20,81,3.9,81
gannase77i,Silver 4,칼바람,LOSS,Graves,adc,6,7,5,55,1.57,55
gannase77i,Silver 4,칼바람,WIN,Corki,adc,11,8,19,77,3.75,77
gannase77i,Silver 4,칼바람,LOSS,Ryze,adc,1,4,5,50,1.5,50
gannase77i,Silver 4,칼바람,WIN,Kayle,jungle,11,5,22,83,6.6,83
서모너즈,Silver 1,솔로랭크,LOSS,Hecarim,jungle,4,7,5,43,1.29,43
서모너즈,Silver 1,솔로랭크,WIN,Viego,top,8,10,7,41,1.5,41
서모너즈,Silver 1,솔로랭크,LOSS,MissFortune,adc,7,10,10,41,1.7,41
서모너즈,Silver 1,솔로랭크,LOSS,Akali,top,0,4,2,40,0.5,40
서모너즈,Silver 1,솔로랭크,WIN,Kayn,jungle,8,5,7,42,3.0,42
서모너즈,Silver 1,솔로랭크,LOSS,Blitzcrank,support,1,10,7,42,0.8,42
서모너즈,Silver 1,솔로랭크,LOSS,Sylas,top,2,7,1,38,0.43,38
서모너즈,Silver 1,솔로랭크,LOSS,Maokai,support,0,6,2,50,0.33,50
서모너즈,Silver 1,솔로랭크,LOSS,Renekton,top,3,6,11,45,2.33,45
서모너즈,Silver 1,솔로랭크,LOSS,Jax,top,6,5,1,41,1.4,41
서모너즈,Silver 1,솔로랭크,LOSS,Nasus,top,1,8,3,36,0.5,36
서모너즈,Silver 1,솔로랭크,LOSS,Malphite,top,7,6,16,66,3.83,66
서모너즈,Silver 1,일반,LOSS,Kennen,top,11,7,15,62,3.71,62
서모너즈,Silver 1,일반,WIN,Kennen,top,4,11,5,22,0.82,22
서모너즈,Silver 1,일반,WIN,Kennen,top,2,3,8,43,3.33,43
서모너즈,Silver 1,솔로랭크,LOSS,Maokai,top,0,9,3,23,0.33,23
서모너즈,Silver 1,솔로랭크,WIN,Nunu,jungle,3,4,28,76,7.75,76
서모너즈,Silver 1,솔로랭크,WIN,Malphite,top,3,5,15,43,3.6,43
서모너즈,Silver 1,솔로랭크,WIN,Aatrox,top,3,6,13,35,2.67,35
서모너즈,Silver 1,솔로랭크,LOSS,Warwick,jungle,12,11,11,64,2.09,64
서모너즈,Silver 1,일반,WIN,Maokai,support,3,5,29,71,6.4,71
서모너즈,Silver 1,일반,LOSS,Tryndamere,top,2,8,1,17,0.38,17
서모너즈,Silver 1,일반,WIN,Trundle,support,3,9,20,57,2.56,57
서모너즈,Silver 1,칼바람,LOSS,Lux,jungle,11,9,38,75,5.44,75
서모너즈,Silver 1,일반,LOSS,Draven,adc,16,10,14,65,3.0,65
서모너즈,Silver 1,일반,LOSS,Tryndamere,top,5,7,5,32,1.43,32
서모너즈,Silver 1,일반,LOSS,Tryndamere,top,10,10,1,38,1.1,38
서모너즈,Silver 1,일반,LOSS,MasterYi,jungle,10,5,2,10,2.4,10
서모너즈,Silver 1,일반,LOSS,Vayne,adc,3,11,2,17,0.45,17
서모너즈,Silver 1,일반,WIN,Tryndamere,top,12,8,11,51,2.88,51
살범이,Unranked,칼바람,WIN,Jinx,adc,12,8,24,68,4.5,68
살범이,Unranked,칼바람,LOSS,Nidalee,mid,5,3,10,68,5.0,68
살범이,Unranked,칼바람,LOSS,Ezreal,mid,10,6,8,56,3.0,56
살범이,Unranked,칼바람,LOSS,Corki,mid,10,10,15,81,2.5,81
살범이,Unranked,칼바람,LOSS,Nunu,mid,5,14,24,64,2.07,64
살범이,Unranked,칼바람,LOSS,Kennen,jungle,4,11,27,70,2.82,70
살범이,Unranked,칼바람,LOSS,JarvanIV,adc,8,11,15,74,2.09,74
살범이,Unranked,칼바람,WIN,Kalista,jungle,25,10,17,59,4.2,59
살범이,Unranked,칼바람,LOSS,Gangplank,adc,9,11,30,70,3.55,70
살범이,Unranked,칼바람,LOSS,Zeri,mid,4,9,14,44,2.0,44
살범이,Unranked,칼바람,WIN,Viktor,mid,6,2,9,88,7.5,88
살범이,Unranked,칼바람,LOSS,Nunu,jungle,6,9,26,89,3.56,89
살범이,Unranked,칼바람,LOSS,Ashe,jungle,8,10,26,56,3.4,56
살범이,Unranked,칼바람,LOSS,Xerath,adc,14,13,26,56,3.08,56
살범이,Unranked,칼바람,LOSS,Olaf,mid,10,13,19,48,2.23,48
살범이,Unranked,칼바람,WIN,Renata,adc,4,14,26,61,2.14,61
살범이,Unranked,칼바람,WIN,Kalista,jungle,16,6,16,80,5.33,80
살범이,Unranked,칼바람,LOSS,Malphite,adc,8,14,17,49,1.79,49
살범이,Unranked,칼바람,WIN,Sivir,jungle,7,7,18,83,3.57,83
살범이,Unranked,칼바람,LOSS,Thresh,jungle,7,10,35,71,4.2,71
살범이,Unranked,칼바람,LOSS,Teemo,mid,9,12,21,60,2.5,60
살범이,Unranked,칼바람,LOSS,Sivir,adc,4,8,19,85,2.88,85
살범이,Unranked,칼바람,LOSS,Janna,jungle,1,4,15,70,4.0,70
살범이,Unranked,칼바람,WIN,Lissandra,adc,12,10,25,63,3.7,63
살범이,Unranked,칼바람,LOSS,Varus,mid,13,8,24,70,4.63,70
살범이,Unranked,칼바람,WIN,Ashe,adc,9,3,19,76,9.33,76
살범이,Unranked,칼바람,LOSS,Samira,mid,9,10,7,57,1.6,57
살범이,Unranked,칼바람,WIN,Malphite,jungle,4,9,19,79,2.56,79
살범이,Unranked,칼바람,LOSS,TahmKench,top,6,8,19,71,3.13,71
살범이,Unranked,칼바람,WIN,Warwick,jungle,3,2,8,55,5.5,55
어른아이님,Unranked,칼바람,LOSS,Varus,top,14,10,16,71,3.0,71
어른아이님,Unranked,칼바람,LOSS,Aatrox,support,6,16,23,56,1.81,56
어른아이님,Unranked,칼바람,LOSS,Riven,top,5,11,10,56,1.36,56
어른아이님,Unranked,칼바람,WIN,Twitch,mid,11,6,34,67,7.5,67
어른아이님,Unranked,칼바람,WIN,TwistedFate,mid,1,3,18,70,6.33,70
어른아이님,Unranked,칼바람,WIN,Ashe,top,4,10,46,57,5.0,57
어른아이님,Unranked,칼바람,LOSS,Caitlyn,mid,8,7,11,63,2.71,63
어른아이님,Unranked,칼바람,WIN,Varus,jungle,18,5,24,75,8.4,75
어른아이님,Unranked,칼바람,LOSS,Karthus,support,8,13,27,88,2.69,88
어른아이님,Unranked,칼바람,WIN,Zed,adc,9,4,8,49,4.25,49
어른아이님,Unranked,칼바람,LOSS,Morgana,jungle,4,9,32,62,4.0,62
어른아이님,Unranked,칼바람,LOSS,MasterYi,mid,9,9,4,57,1.44,57
어른아이님,Unranked,칼바람,LOSS,Viktor,top,4,11,26,63,2.73,63
어른아이님,Unranked,칼바람,WIN,Swain,mid,2,10,22,53,2.4,53
어른아이님,Unranked,칼바람,WIN,Soraka,top,4,6,41,87,7.5,87
어른아이님,Unranked,칼바람,LOSS,Leblanc,jungle,2,7,8,67,1.43,67
어른아이님,Unranked,칼바람,WIN,MissFortune,top,8,8,18,62,3.25,62
어른아이님,Unranked,칼바람,WIN,Blitzcrank,support,6,6,29,66,5.83,66
어른아이님,Unranked,칼바람,LOSS,Quinn,adc,12,10,12,59,2.4,59
어른아이님,Unranked,칼바람,LOSS,Thresh,adc,3,7,16,76,2.71,76
어른아이님,Unranked,칼바람,WIN,Ezreal,support,13,7,29,84,6.0,84
어른아이님,Unranked,칼바람,WIN,Velkoz,adc,14,10,28,69,4.2,69
어른아이님,Unranked,칼바람,WIN,Akali,top,3,3,6,32,3.0,32
어른아이님,Unranked,칼바람,WIN,Vayne,top,12,11,19,49,2.82,49
어른아이님,Unranked,칼바람,WIN,Draven,support,10,11,18,57,2.55,57
어른아이님,Unranked,칼바람,WIN,MissFortune,jungle,15,9,34,83,5.44,83
어른아이님,Unranked,칼바람,LOSS,Ziggs,top,2,8,12,74,1.75,74
어른아이님,Unranked,칼바람,LOSS,Akali,support,8,11,8,40,1.45,40
어른아이님,Unranked,칼바람,WIN,Irelia,mid,7,6,16,51,3.83,51
어른아이님,Unranked,칼바람,WIN,LeeSin,mid,4,12,27,54,2.58,54
qewewe2342,Gold 1,일반,LOSS,Shaco,jungle,13,5,4,50,3.4,50
qewewe2342,Gold 1,일반,LOSS,Pantheon,mid,8,7,1,41,1.29,41
qewewe2342,Gold 1,일반,LOSS,LeeSin,jungle,2,5,4,50,1.2,50
qewewe2342,Gold 1,일반,WIN,Sett,top,2,1,2,14,4.0,14
qewewe2342,Gold 1,칼바람,LOSS,Maokai,mid,7,12,42,66,4.08,66
qewewe2342,Gold 1,칼바람,WIN,Jinx,mid,7,3,14,78,7.0,78
qewewe2342,Gold 1,칼바람,WIN,Katarina,jungle,17,16,21,61,2.38,61
qewewe2342,Gold 1,칼바람,WIN,Morgana,adc,6,8,25,55,3.88,55
qewewe2342,Gold 1,칼바람,WIN,TahmKench,support,7,6,19,54,4.33,54
qewewe2342,Gold 1,칼바람,LOSS,TwistedFate,adc,3,7,23,76,3.71,76
qewewe2342,Gold 1,칼바람,LOSS,Janna,jungle,6,10,25,63,3.1,63
qewewe2342,Gold 1,칼바람,WIN,Swain,mid,9,12,27,58,3.0,58
qewewe2342,Gold 1,칼바람,WIN,Viktor,support,7,7,29,65,5.14,65
qewewe2342,Gold 1,칼바람,LOSS,Swain,mid,7,12,24,72,2.58,72
qewewe2342,Gold 1,칼바람,LOSS,Kindred,mid,6,9,19,78,2.78,78
qewewe2342,Gold 1,칼바람,WIN,Lillia,mid,20,7,25,85,6.43,85
qewewe2342,Gold 1,일반,LOSS,Shaco,jungle,2,7,4,46,0.86,46
qewewe2342,Gold 1,일반,WIN,Lillia,top,5,1,1,21,6.0,21
qewewe2342,Gold 1,일반,LOSS,Lillia,top,4,4,4,36,2.0,36
qewewe2342,Gold 1,칼바람,LOSS,Garen,mid,14,11,23,71,3.36,71
qewewe2342,Gold 1,칼바람,LOSS,Xerath,support,5,10,28,70,3.3,70
qewewe2342,Gold 1,칼바람,WIN,Veigar,support,2,8,18,53,2.5,53
qewewe2342,Gold 1,칼바람,LOSS,Sett,adc,16,14,24,49,2.86,49
qewewe2342,Gold 1,칼바람,WIN,Sett,support,2,2,7,56,4.5,56
qewewe2342,Gold 1,칼바람,LOSS,Nunu,adc,2,7,9,61,1.57,61
qewewe2342,Gold 1,칼바람,LOSS,Sett,adc,3,9,14,57,1.89,57
qewewe2342,Gold 1,칼바람,WIN,Gragas,mid,9,9,31,71,4.44,71
qewewe2342,Gold 1,칼바람,WIN,Zilean,jungle,3,12,34,79,3.08,79
제꼬삼,Gold 2,솔로랭크,LOSS,Sylas,mid,3,14,2,18,0.36,18
제꼬삼,Gold 2,솔로랭크,LOSS,Yasuo,mid,2,8,3,29,0.63,29
제꼬삼,Gold 2,솔로랭크,LOSS,Yasuo,mid,8,11,7,58,1.36,58
제꼬삼,Gold 2,솔로랭크,LOSS,Irelia,mid,2,11,4,27,0.55,27
제꼬삼,Gold 2,솔로랭크,LOSS,Yasuo,mid,5,8,6,46,1.38,46
제꼬삼,Gold 2,솔로랭크,WIN,Akali,mid,2,2,2,29,2.0,29
제꼬삼,Gold 2,솔로랭크,LOSS,Irelia,mid,2,16,1,19,0.19,19
제꼬삼,Gold 2,솔로랭크,WIN,Irelia,mid,10,6,7,50,2.83,50
제꼬삼,Gold 2,솔로랭크,WIN,Irelia,mid,5,3,2,44,2.33,44
제꼬삼,Gold 2,자유랭크,LOSS,Diana,jungle,3,6,4,64,1.17,64
제꼬삼,Gold 2,자유랭크,WIN,Senna,support,17,14,19,61,2.57,61
제꼬삼,Gold 2,일반,LOSS,Blitzcrank,support,1,7,8,60,1.29,60
제꼬삼,Gold 2,칼바람,LOSS,Twitch,mid,16,16,20,77,2.25,77
제꼬삼,Gold 2,일반,WIN,Diana,jungle,13,4,7,50,5.0,50
제꼬삼,Gold 2,솔로랭크,LOSS,Yasuo,mid,4,7,3,25,1.0,25
제꼬삼,Gold 2,솔로랭크,WIN,Irelia,mid,14,6,5,46,3.17,46
제꼬삼,Gold 2,솔로랭크,LOSS,Sylas,mid,8,9,3,61,1.22,61
제꼬삼,Gold 2,자유랭크,WIN,Kalista,adc,12,0,0,55,2.0,55
제꼬삼,Gold 2,자유랭크,LOSS,Irelia,mid,17,7,6,61,3.29,61
제꼬삼,Gold 2,자유랭크,LOSS,Samira,adc,5,12,7,50,1.0,50
제꼬삼,Gold 2,자유랭크,LOSS,Nidalee,jungle,6,9,3,20,1.0,20
제꼬삼,Gold 2,자유랭크,LOSS,Alistar,support,3,11,7,56,0.91,56
제꼬삼,Gold 2,솔로랭크,LOSS,Xayah,adc,7,5,6,65,2.6,65
제꼬삼,Gold 2,솔로랭크,WIN,Lucian,adc,18,6,9,55,4.5,55
제꼬삼,Gold 2,솔로랭크,LOSS,Irelia,mid,5,10,0,17,0.5,17
S대 건축과,Bronze 1,솔로랭크,LOSS,Qiyana,top,0,2,0,0,0.0,0
S대 건축과,Bronze 1,일반,LOSS,Qiyana,mid,0,8,0,0,0.0,0
S대 건축과,Bronze 1,솔로랭크,LOSS,Qiyana,top,8,13,2,20,0.77,20
S대 건축과,Bronze 1,솔로랭크,LOSS,Tristana,mid,2,8,1,20,0.38,20
S대 건축과,Bronze 1,솔로랭크,LOSS,Tristana,mid,2,11,6,53,0.73,53
S대 건축과,Bronze 1,솔로랭크,LOSS,Aatrox,jungle,14,11,10,62,2.18,62
S대 건축과,Bronze 1,솔로랭크,LOSS,Aatrox,mid,1,5,1,22,0.4,22
S대 건축과,Bronze 1,솔로랭크,LOSS,Sylas,mid,13,13,4,45,1.31,45
S대 건축과,Bronze 1,솔로랭크,LOSS,Qiyana,top,2,11,3,21,0.45,21
S대 건축과,Bronze 1,솔로랭크,WIN,Sylas,mid,11,11,6,37,1.55,37
S대 건축과,Bronze 1,솔로랭크,LOSS,Qiyana,mid,5,7,2,32,1.0,32
S대 건축과,Bronze 1,솔로랭크,WIN,Vayne,adc,20,8,11,66,3.88,66
S대 건축과,Bronze 1,솔로랭크,LOSS,Vayne,adc,6,5,2,50,1.6,50
S대 건축과,Bronze 1,솔로랭크,LOSS,Ekko,jungle,6,4,7,72,3.25,72
S대 건축과,Bronze 1,솔로랭크,WIN,Akali,mid,17,2,1,67,9.0,67
S대 건축과,Bronze 1,솔로랭크,WIN,Qiyana,mid,10,6,8,49,3.0,49
S대 건축과,Bronze 1,단일,LOSS,Shen,adc,8,8,11,61,2.38,61
S대 건축과,Bronze 1,단일,WIN,Yuumi,mid,19,8,16,60,4.38,60
S대 건축과,Bronze 1,솔로랭크,WIN,Khazix,jungle,22,2,3,68,2.5,68
S대 건축과,Bronze 1,솔로랭크,WIN,Ekko,jungle,6,3,11,61,5.67,61
S대 건축과,Bronze 1,일반,LOSS,Kaisa,adc,32,12,6,57,3.17,57
S대 건축과,Bronze 1,솔로랭크,WIN,Tristana,mid,5,5,2,23,1.4,23
S대 건축과,Bronze 1,솔로랭크,WIN,Yone,mid,15,3,8,70,7.67,70
S대 건축과,Bronze 1,솔로랭크,LOSS,Yone,mid,6,12,4,30,0.83,30
Xi lian,Silver 1,솔로랭크,WIN,Ryze,mid,6,4,7,52,3.25,52
Xi lian,Silver 1,솔로랭크,WIN,Akshan,mid,9,10,8,47,1.7,47
Xi lian,Silver 1,솔로랭크,LOSS,Nocturne,jungle,3,5,4,33,1.4,33
Xi lian,Silver 1,솔로랭크,WIN,Camille,mid,6,5,6,32,2.4,32
Xi lian,Silver 1,솔로랭크,LOSS,LeeSin,top,8,6,0,62,1.33,62
Xi lian,Silver 1,솔로랭크,WIN,Ryze,mid,6,9,9,33,1.67,33
Xi lian,Silver 1,솔로랭크,WIN,Zed,mid,18,6,11,71,4.83,71
Xi lian,Silver 1,솔로랭크,LOSS,Zed,mid,12,9,7,56,2.11,56
Xi lian,Silver 1,솔로랭크,WIN,Volibear,top,7,7,16,52,3.29,52
Xi lian,Silver 1,솔로랭크,WIN,Rumble,jungle,3,3,7,36,3.33,36
Xi lian,Silver 1,솔로랭크,WIN,Sylas,mid,8,8,8,52,2.0,52
Xi lian,Silver 1,솔로랭크,WIN,Yasuo,mid,5,2,6,52,5.5,52
Xi lian,Silver 1,솔로랭크,LOSS,Rumble,jungle,8,8,8,47,2.0,47
Xi lian,Silver 1,솔로랭크,WIN,Irelia,mid,4,1,2,30,6.0,30
Xi lian,Silver 1,솔로랭크,LOSS,Rammus,support,4,10,5,53,0.9,53
Xi lian,Silver 1,솔로랭크,LOSS,Draven,mid,0,5,1,25,0.2,25
Xi lian,Silver 1,솔로랭크,LOSS,Nunu,mid,5,7,9,58,2.0,58
Xi lian,Silver 1,솔로랭크,WIN,Nunu,mid,29,7,8,70,5.29,70
Xi lian,Silver 1,자유랭크,WIN,Xerath,support,8,6,10,41,3.0,41
Xi lian,Silver 1,자유랭크,WIN,Gwen,jungle,12,5,7,61,3.8,61
Xi lian,Silver 1,자유랭크,LOSS,Sett,support,4,5,8,75,2.4,75
Xi lian,Silver 1,솔로랭크,LOSS,Akali,mid,4,3,5,38,3.0,38
Xi lian,Silver 1,솔로랭크,WIN,Sylas,mid,8,2,9,41,8.5,41
Xi lian,Silver 1,솔로랭크,WIN,Viego,jungle,10,5,11,41,4.2,41
Xi lian,Silver 1,솔로랭크,WIN,Sylas,mid,8,3,2,45,3.33,45
Xi lian,Silver 1,솔로랭크,WIN,Akali,mid,10,3,4,42,4.67,42
Xi lian,Silver 1,솔로랭크,WIN,Jax,top,10,5,6,46,3.2,46
Xi lian,Silver 1,솔로랭크,WIN,Yone,jungle,16,4,11,63,6.75,63
Xi lian,Silver 1,솔로랭크,LOSS,Yone,top,0,2,0,0,0.0,0
Xi lian,Silver 1,솔로랭크,LOSS,Lucian,mid,0,3,0,0,0.0,0
커다란기둥,Bronze 4,단일,LOSS,Volibear,top,0,6,1,17,0.17,17
커다란기둥,Bronze 4,단일,WIN,MissFortune,mid,3,5,3,19,1.2,19
커다란기둥,Bronze 4,단일,LOSS,Jinx,top,5,6,4,60,1.5,60
커다란기둥,Bronze 4,단일,WIN,MasterYi,adc,2,4,4,18,1.5,18
커다란기둥,Bronze 4,칼바람,LOSS,Vex,top,11,14,21,48,2.29,48
커다란기둥,Bronze 4,칼바람,LOSS,Teemo,jungle,8,10,13,42,2.1,42
커다란기둥,Bronze 4,단일,LOSS,Xayah,adc,3,9,9,24,1.33,24
커다란기둥,Bronze 4,단일,WIN,Tristana,top,4,6,14,37,3.0,37
커다란기둥,Bronze 4,단일,LOSS,Ezreal,mid,4,4,2,46,1.5,46
커다란기둥,Bronze 4,솔로랭크,LOSS,Caitlyn,adc,3,7,8,35,1.57,35
커다란기둥,Bronze 4,솔로랭크,LOSS,Morgana,support,1,8,2,17,0.38,17
커다란기둥,Bronze 4,솔로랭크,LOSS,Morgana,support,3,9,3,29,0.67,29
커다란기둥,Bronze 4,솔로랭크,WIN,Morgana,support,12,10,24,68,3.6,68
커다란기둥,Bronze 4,솔로랭크,LOSS,Morgana,support,0,5,7,29,1.4,29
커다란기둥,Bronze 4,칼바람,WIN,Lucian,adc,7,3,14,58,7.0,58
커다란기둥,Bronze 4,칼바람,LOSS,Ahri,mid,6,12,26,63,2.67,63
커다란기둥,Bronze 4,칼바람,WIN,Annie,adc,5,12,22,49,2.25,49
커다란기둥,Bronze 4,칼바람,WIN,Caitlyn,mid,6,6,25,54,5.17,54
커다란기둥,Bronze 4,칼바람,LOSS,Senna,adc,2,8,15,71,2.13,71
커다란기둥,Bronze 4,칼바람,WIN,Lucian,mid,8,10,17,37,2.5,37
커다란기둥,Bronze 4,칼바람,LOSS,Morgana,top,3,6,14,59,2.83,59
커다란기둥,Bronze 4,칼바람,WIN,Morgana,top,6,4,29,81,8.75,81
커다란기둥,Bronze 4,솔로랭크,LOSS,Morgana,support,3,14,19,50,1.57,50
커다란기둥,Bronze 4,솔로랭크,LOSS,Lux,support,1,7,5,23,0.86,23
커다란기둥,Bronze 4,솔로랭크,WIN,Lux,support,4,9,13,35,1.89,35
커다란기둥,Bronze 4,칼바람,LOSS,Irelia,top,3,9,5,33,0.89,33
커다란기둥,Bronze 4,칼바람,LOSS,Seraphine,adc,2,11,29,74,2.82,74
커다란기둥,Bronze 4,칼바람,LOSS,MissFortune,adc,4,8,16,61,2.5,61
커다란기둥,Bronze 4,솔로랭크,LOSS,Morgana,support,0,8,8,32,1.0,32
이판캐리할게,Unranked,일반,LOSS,Zed,jungle,12,5,6,49,3.6,49
이판캐리할게,Unranked,일반,LOSS,MonkeyKing,adc,10,4,13,53,5.75,53
이판캐리할게,Unranked,일반,LOSS,Leblanc,support,4,6,7,39,1.83,39
이판캐리할게,Unranked,일반,LOSS,Zed,mid,10,13,5,33,1.15,33
이판캐리할게,Unranked,일반,LOSS,Kaisa,adc,1,7,5,43,0.86,43
이판캐리할게,Unranked,일반,LOSS,MonkeyKing,top,2,4,3,21,1.25,21
이판캐리할게,Unranked,일반,LOSS,MonkeyKing,top,0,3,5,42,1.67,42
이판캐리할게,Unranked,일반,WIN,Zed,mid,11,11,7,49,1.64,49
이판캐리할게,Unranked,일반,LOSS,Zed,mid,7,9,5,52,1.33,52
이판캐리할게,Unranked,일반,WIN,Caitlyn,adc,5,5,9,47,2.8,47
이판캐리할게,Unranked,일반,LOSS,Viego,jungle,3,6,4,37,1.17,37
이판캐리할게,Unranked,일반,WIN,Camille,top,7,4,13,41,5.0,41
이판캐리할게,Unranked,일반,WIN,Camille,top,11,4,6,36,4.25,36
이판캐리할게,Unranked,일반,LOSS,Jinx,adc,3,12,9,32,1.0,32
이판캐리할게,Unranked,일반,WIN,Jhin,adc,5,1,3,33,8.0,33
이판캐리할게,Unranked,일반,LOSS,Irelia,mid,3,11,0,16,0.27,16
이판캐리할게,Unranked,일반,LOSS,Zed,mid,2,5,0,25,0.4,25
이판캐리할게,Unranked,일반,WIN,Pyke,support,7,6,4,28,1.83,28
이판캐리할게,Unranked,일반,WIN,Irelia,mid,15,4,3,45,4.5,45
이판캐리할게,Unranked,일반,WIN,Zed,mid,7,1,1,40,8.0,40
이판캐리할게,Unranked,일반,LOSS,Jhin,adc,4,5,4,50,1.6,50
이판캐리할게,Unranked,일반,WIN,Jhin,adc,1,1,0,13,1.0,13
이판캐리할게,Unranked,일반,LOSS,Zed,mid,2,4,0,40,0.5,40
이판캐리할게,Unranked,일반,LOSS,Irelia,mid,14,11,9,51,2.09,51
이판캐리할게,Unranked,일반,LOSS,Zed,mid,10,8,2,44,1.5,44
이판캐리할게,Unranked,일반,LOSS,Zed,mid,8,4,2,50,2.5,50
이판캐리할게,Unranked,일반,WIN,Ezreal,adc,7,6,4,38,1.83,38
이판캐리할게,Unranked,칼바람,LOSS,Akali,mid,16,7,16,74,4.57,74
이판캐리할게,Unranked,일반,WIN,Ryze,mid,5,11,6,22,1.0,22
Q평W평담배빨리평,Silver 1,칼바람,LOSS,Akali,adc,11,9,6,63,1.89,63
Q평W평담배빨리평,Silver 1,칼바람,WIN,Fiddlesticks,jungle,8,9,25,70,3.67,70
Q평W평담배빨리평,Silver 1,칼바람,WIN,LeeSin,mid,24,14,17,63,2.93,63
Q평W평담배빨리평,Silver 1,솔로랭크,LOSS,Tryndamere,top,5,8,1,33,0.75,33
Q평W평담배빨리평,Silver 1,칼바람,WIN,Hecarim,mid,28,11,13,79,3.73,79
Q평W평담배빨리평,Silver 1,칼바람,WIN,Syndra,top,11,10,19,60,3.0,60
